YEAR,MO,DY,T2M,QV2M,PRECTOTCORR,WS10M_RANGE,PS
2019,4,9,7.65,5.13,0,3.59,101.13
2019,4,10,5.66,3.85,0,4.16,101.69
2019,4,11,4.4,3.72,0.03,2.48,102.25
2019,4,12,4.48,3.91,0.42,2.48,102.35
2019,4,13,3.57,3.54,0.17,3.34,102.41
2019,4,14,4.35,3.78,0.16,3.2,102.25
2019,4,15,7.5,4.94,0.01,4.88,101.8
2019,4,16,8.73,5.8,0,3.94,101.25
2019,4,17,10.61,6.47,0.02,3.27,101.66
2019,4,18,11.4,6.47,0.02,4.11,102.14
2019,4,19,11.62,6.16,0,3.77,102.57
2019,4,20,12.03,6.53,0.03,1.36,102.62
2019,4,21,11.33,5.74,0,1.82,101.68
2019,4,22,12.29,6.59,0,3.44,100.34
2019,4,23,11.71,6.59,0,3.59,99.48
2019,4,24,12.83,7.32,0.29,8.7,99.14
2019,4,25,10.87,6.71,2.53,4.65,99.74
2019,4,26,11.35,6.1,0.24,4.79,100.49
2019,4,27,8.66,5.37,2.51,4.16,100.22
2019,4,28,9.1,5.86,1.22,5.82,101.4
2019,4,29,9.98,5.92,0.21,1.57,102.2
2019,4,30,9.23,5.68,0.01,1.45,102.06
2019,5,1,11.19,6.53,1.21,3.39,101.33
2019,5,2,11.12,6.47,3.95,3.8,100.86
2019,5,3,7.15,5.31,6.07,4.28,101.02
2019,5,4,6.19,4.46,1.6,6.6,101.38
2019,5,5,7.49,4.46,0.53,6.29,101.98
2019,5,6,6.92,4.64,0.41,3.3,101.65
2019,5,7,8.48,5.49,1.21,2.65,101.04
2019,5,8,10.07,6.65,10.08,4.68,99.11
2019,5,9,9.82,6.53,2.59,3.11,99.31
2019,5,10,8.87,5.49,1.01,2.3,100.54
2019,5,11,8.58,4.94,0.79,4.22,101.65
2019,5,12,8.76,4.64,0,2.85,103.23
2019,5,13,9.72,4.76,0,2.91,103.6
2019,5,14,10.23,5.49,0,2.77,103.07
2019,5,15,10.54,5.62,0,1.97,102.32
2019,5,16,10.83,5.8,0.1,4.44,101.6
2019,5,17,11.33,7.26,1.09,4.39,100.52
2019,5,18,12.09,7.02,0.5,2.02,100.29
2019,5,19,11.77,6.96,1.29,3.83,100.6
2019,5,20,12.21,7.14,1.39,3.55,100.85
2019,5,21,12.94,6.9,0.04,4.72,101.32
2019,5,22,13.3,6.71,0.01,2.86,101.46
2019,5,23,15.22,7.26,0.01,1.8,101.15
2019,5,24,14.75,7.14,0,5.63,101.21
2019,5,25,15.3,7.51,0.07,3.96,101.29
2019,5,26,15.73,9.03,2.45,6.27,100.69
2019,5,27,12.98,6.9,2.23,6.52,100.44
2019,5,28,11.22,6.65,4.43,3.18,100.81
2019,5,29,12.44,6.9,2.19,5.56,101.36
2019,5,30,17.72,9.95,0.82,3.28,101.47
2019,5,31,16.87,9.03,0.03,1.7,101.77
2019,6,1,16.36,8.48,0.01,3.09,101.54
2019,6,2,18.51,9.64,0.01,4.28,100.55
2019,6,3,14.88,7.39,0.03,3.24,100.73
2019,6,4,13.62,7.87,11.15,5.74,100.27
2019,6,5,13.8,7.93,6.15,3.92,100.19
2019,6,6,13.89,7.02,1.04,4.33,100.58
2019,6,7,13.59,8.12,5.65,7.7,100.09
2019,6,8,12.26,7.45,2.93,10.14,100.48
2019,6,9,13.33,6.84,0.06,2.41,101.63
2019,6,10,11.58,7.75,43.43,8.39,101.02
2019,6,11,13.2,8.61,4.03,4.01,100.73
2019,6,12,12.45,7.81,11.64,3.22,100.52
2019,6,13,12.7,7.87,4.23,7.55,100.16
2019,6,14,14.89,8.06,0.75,6.27,100.66
2019,6,15,15.03,8.12,0.53,5.9,100.88
2019,6,16,15.08,8.3,1.83,4.8,101.22
2019,6,17,16.47,8.3,0.03,3.63,101.32
2019,6,18,15.91,8.79,3.25,2.3,101
2019,6,19,16.03,9.83,7.26,3.34,100.36
2019,6,20,15.71,8.48,0.98,3.88,100.73
2019,6,21,14.87,7.32,0.02,3.02,101.48
2019,6,22,14.87,7.69,0,2.3,101.84
2019,6,23,16.49,9.4,0.1,2.27,101.46
2019,6,24,21.23,12.39,1.55,4.93,101.22
2019,6,25,18.33,10.93,2.97,4.28,101.52
2019,6,26,15.58,8.97,0.75,2.71,102.44
2019,6,27,14.52,7.81,0.03,3.23,102.64
2019,6,28,14.9,8.48,0.07,3.03,102.18
2019,6,29,19.72,11.17,0.08,2.95,101.21
2019,6,30,19.49,9.89,0,1.98,101.01
2019,7,1,16.72,8.3,0.03,3.39,101.46
2019,7,2,15.33,7.63,0.02,1.95,102.06
2019,7,3,15.45,7.08,0,3.64,102.33
2019,7,4,17.28,8.3,0,3.3,102.03
2019,7,5,18.55,9.16,0,2.87,101.38
2019,7,6,15.68,9.09,2.37,3.02,100.94
2019,7,7,14.48,6.96,0.03,3.05,101.35
2019,7,8,13.84,6.9,0.01,2.8,101.77
2019,7,9,14.76,8.18,0.69,2.98,101.73
2019,7,10,18.14,11.35,6.8,1.52,101.32
2019,7,11,19.32,10.62,0.76,2.41,100.79
2019,7,12,17.69,9.95,1.26,3.4,100.98
2019,7,13,16.05,9.16,0.34,3.35,101.71
2019,7,14,15.4,8.3,0.36,4.68,101.94
2019,7,15,15.5,8.12,0.15,3.83,101.82
2019,7,16,18.24,9.22,0.03,1.82,101.45
2019,7,17,19.28,9.4,0,3.7,100.95
2019,7,18,17.9,10.01,1.46,4.03,100.55
2019,7,19,17.35,9.95,4.38,5.58,100.68
2019,7,20,18.87,11.05,22.26,5.24,100.37
2019,7,21,17.55,8.91,0.01,2.95,101.51
2019,7,22,21.42,12.33,0.08,5.48,101.61
2019,7,23,21.94,11.84,0.06,3.67,101.45
2019,7,24,24.28,13.12,0.24,5.73,100.8
2019,7,25,23.65,13.18,0.02,5.09,100.81
2019,7,26,23.07,12.76,2.38,2.5,100.53
2019,7,27,18.92,12.02,22.88,3.09,100.05
2019,7,28,17.89,11.17,17.45,3.12,99.97
2019,7,29,18.29,9.4,0.01,2.34,100.52
2019,7,30,19.18,10.62,0.9,6.88,100.3
2019,7,31,17.93,10.25,3.05,3.31,100.61
2019,8,1,18.12,10.25,0.54,2.94,101.21
2019,8,2,17.9,10.13,0.31,4.38,101.47
2019,8,3,18.07,10.13,0.11,3.03,101.5
2019,8,4,18.87,10.8,1.04,3.2,101.03
2019,8,5,18.65,10.07,1.29,5.2,100.47
2019,8,6,17.82,9.28,0.37,4.2,100.27
2019,8,7,17.65,9.34,0.97,3.92,100.12
2019,8,8,18.34,9.58,0.23,2.99,100.54
2019,8,9,19.98,11.9,12.36,5.17,99.78
2019,8,10,18.81,9.64,1.15,6.08,99.84
2019,8,11,17.85,9.03,1.34,6.89,100.56
2019,8,12,14.6,7.69,0.85,1.93,100.99
2019,8,13,14.33,7.08,1.53,4.48,101.23
2019,8,14,14.97,8.91,12.49,7.35,100.77
2019,8,15,16.62,8.79,1.29,6.87,100.62
2019,8,16,15.55,8.91,7.74,8.02,100.63
2019,8,17,17.8,9.28,0.43,5.21,99.94
2019,8,18,16.25,8.36,1.51,4.2,100.04
2019,8,19,15.48,8.18,1.75,3.32,100.86
2019,8,20,14.83,7.26,0.23,3.63,101.78
2019,8,21,16.02,8.12,0.01,3.08,102.18
2019,8,22,17.6,8.97,0.01,3.11,101.96
2019,8,23,18.19,10.25,0,2.32,102.02
2019,8,24,18.33,10.44,0.01,2.55,101.62
2019,8,25,21.2,10.13,0,1.7,101.49
2019,8,26,20.82,10.62,0,2.68,101.44
2019,8,27,21.53,12.21,0.17,1.79,101.08
2019,8,28,19.79,11.17,1.58,3.98,100.89
2019,8,29,17.08,8.3,0.38,2.92,101.46
2019,8,30,17.82,8.79,0.01,3.36,101.54
2019,8,31,17.47,9.03,0.14,3.92,100.76
2019,9,1,14.05,6.71,0.06,3.61,101.28
2019,9,2,14.67,7.14,0.02,3.07,101.78
2019,9,3,17.13,8.97,0.14,3.25,101.67
2019,9,4,15.9,8.06,5.82,3.11,100.91
2019,9,5,12.76,6.23,0.24,5.41,101.89
2019,9,6,12.6,7.45,1.48,5.95,101.62
2019,9,7,12.58,6.77,1.1,4.11,101.82
2019,9,8,12.87,6.16,0.08,4.82,101.84
2019,9,9,11.28,7.02,1.73,3.98,101.05
2019,9,10,13.85,8.06,0.5,2.48,101.38
2019,9,11,15.82,8.85,2.44,7.9,101.42
2019,9,12,17.3,9.16,0.09,6.2,102.11
2019,9,13,14.13,7.26,0.11,3.98,102.99
2019,9,14,14.59,7.2,0,3.93,102.78
2019,9,15,15.87,8.79,1.25,4.3,101.94
2019,9,16,13.51,8.12,5.14,2.41,101.79
2019,9,17,10.97,6.16,0.02,4.38,102.11
2019,9,18,11.83,5.92,0,3.69,102.54
2019,9,19,13.31,7.08,0,2.51,102.72
2019,9,20,14.15,7.81,0.01,4.75,102.25
2019,9,21,15.46,8,0,4.7,101.06
2019,9,22,17.84,10.68,0.94,1.79,100.13
2019,9,23,16,8.85,4.21,4.1,100.59
2019,9,24,15.67,10.31,13.32,4.81,99.81
2019,9,25,15.46,9.83,5.08,2.62,99.59
2019,9,26,16.01,9.4,3.64,5.04,99.77
2019,9,27,13.89,8.48,2.95,4.69,99.85
2019,9,28,14.13,8.24,3.03,6.77,100.2
2019,9,29,15.56,9.89,21.07,5.13,99.19
2019,9,30,13.12,8.12,21.36,4.88,100.35
2019,10,1,14.16,8.85,6.11,7.74,99.62
2019,10,2,9.31,5.37,0.24,5.15,101.19
2019,10,3,8.77,5.62,3.09,5.73,101.2
2019,10,4,12.23,7.69,4.83,4.92,100.02
2019,10,5,11.55,6.9,0.14,2.62,101.08
2019,10,6,12.06,7.93,22.3,4.38,100.59
2019,10,7,12.02,7.45,6.39,5.46,100.93
2019,10,8,12.4,7.57,0.56,3.96,100.06
2019,10,9,10.13,6.59,1.27,3.05,99.92
2019,10,10,11.49,6.9,0.27,3.73,100.44
2019,10,11,14.55,9.52,6.64,6.73,100.08
2019,10,12,10.94,7.14,2.79,3.94,100.36
2019,10,13,12.69,8.54,4.92,9.35,100.06
2019,10,14,11.78,8.36,11.23,5.67,100.29
2019,10,15,11.86,7.81,0.29,4.89,99.92
2019,10,16,11.01,7.75,1.79,6.05,99.9
2019,10,17,9.1,6.59,0.92,3.85,100.16
2019,10,18,11.14,7.2,4.87,4.62,99.49
2019,10,19,10.33,6.77,0.64,4.03,99.63
2019,10,20,9.57,6.71,0.5,3.9,100.6
2019,10,21,11.26,7.51,6.25,1.88,101.35
2019,10,22,8.42,5.8,0.19,2.51,101.86
2019,10,23,9.76,7.02,1.81,3.91,100.99
2019,10,24,10.75,8,4.26,3.53,100.07
2019,10,25,12.05,7.87,0.92,9.25,100.65
2019,10,26,12.8,8.18,5.85,7.66,100.3
2019,10,27,6.55,5.13,0.01,3.27,101.74
2019,10,28,7.1,5.31,0.11,1.12,102.07
2019,10,29,7.12,5.19,0.09,2.48,102.24
2019,10,30,6.93,4.82,0.01,2.8,102.22
2019,10,31,6.48,4.94,0,3.52,101.61
2019,11,1,10.72,8,6.96,5.29,99.5
2019,11,2,10.94,7.63,4.99,7.27,97.57
2019,11,3,8.62,6.53,0.69,5.12,97.73
2019,11,4,8.65,6.59,2.98,1.96,98.05
2019,11,5,9.37,7.02,3.64,5.04,99.22
2019,11,6,6.14,4.94,0.23,3.69,99.87
2019,11,7,7.08,5.86,11.35,2.73,98.96
2019,11,8,5.01,5.19,1.75,2.87,100.06
2019,11,9,4.03,4.52,0.24,3.9,100.24
2019,11,10,5.66,5.07,0.12,1.77,100.74
2019,11,11,6.03,5.37,7.71,4.54,99.59
2019,11,12,4.4,5,3.74,3.75,99.13
2019,11,13,3.96,5,1.13,4.15,99.36
2019,11,14,5.83,5.43,9.96,4.47,99.4
2019,11,15,6.22,5.13,1.34,6.82,99.93
2019,11,16,4.71,4.76,0.14,1.45,100.23
2019,11,17,3.34,4.82,0.39,4.65,100.72
2019,11,18,5.8,4.94,1.32,3.71,100.95
2019,11,19,1.62,3.91,0.12,3.71,101.28
2019,11,20,4.29,4.64,0.18,2.88,101.01
2019,11,21,4.81,4.82,0.08,2.7,100.16
2019,11,22,7.9,6.23,1.06,3.01,99.46
2019,11,23,8.45,6.53,4.5,5.13,99.28
2019,11,24,7.63,6.59,0.46,2.45,99.96
2019,11,25,8.75,6.77,1.76,2.66,99.98
2019,11,26,10.01,7.51,3.77,4.52,99.17
2019,11,27,9.03,7.14,13.49,6.83,97.91
2019,11,28,7.27,6.1,8.6,5.63,98.88
2019,11,29,3.26,4.52,0.18,2.92,101.03
2019,11,30,3,4.33,0.07,3.26,101.86
2019,12,1,3.55,4.52,0.58,2.17,101.98
2019,12,2,2.69,4.39,0.25,3.11,102.52
2019,12,3,3.49,4.7,0.1,2.16,102.22
2019,12,4,2.81,4.64,0.11,2.44,101.68
2019,12,5,4.31,4.94,2.74,7.64,101.22
2019,12,6,9.69,7.08,6.55,3.62,99.88
2019,12,7,7.55,5.92,0.12,4.3,100.53
2019,12,8,7.99,5.74,4.03,5.26,99.14
2019,12,9,4.9,4.88,0.87,8.47,100.22
2019,12,10,5.64,5.37,3.69,11.3,100.81
2019,12,11,4.24,4.94,0.74,1.73,99.93
2019,12,12,3.91,5,11.98,7.5,98.45
2019,12,13,5.02,5.25,1.84,5.23,97.22
2019,12,14,3.44,4.46,2.69,5.45,98.24
2019,12,15,5.21,5.13,2.95,5.73,98.86
2019,12,16,5.7,5.68,4.9,5.91,99.59
2019,12,17,4.98,5.31,20.46,4.48,99.58
2019,12,18,5.57,5.49,0.69,6.95,100.47
2019,12,19,10.03,7.39,7.34,3.33,99.41
2019,12,20,8.53,6.84,13.36,4.74,97.61
2019,12,21,7.37,6.29,4.92,4.38,97.59
2019,12,22,6.3,5.92,4.3,6.2,97.83
2019,12,23,6.19,5.55,0.19,3.58,100.02
2019,12,24,7.47,6.1,4.2,6.32,100.19
2019,12,25,4.91,5.13,0.34,6.34,101.76
2019,12,26,5.76,5.43,3.87,7.2,101.37
2019,12,27,6.95,5.68,0.67,2.87,102.44
2019,12,28,6.83,5.68,0.17,2.95,103.21
2019,12,29,5.05,5.13,0.01,2.54,102.85
2019,12,30,4.69,5,0.29,3.57,102.39
2019,12,31,5,5.25,0.18,1.98,102.87
2020,1,1,3.55,4.64,0.08,2.34,102.51
2020,1,2,6.05,5.62,0.25,4.41,101.51
2020,1,3,6.13,5.62,3.63,3.7,101.49
2020,1,4,4.45,4.82,0.09,4.15,102.69
2020,1,5,5.28,5.25,0.24,2.58,102.73
2020,1,6,5.83,5.19,0.63,3.4,101.64
2020,1,7,7.28,6.16,0.9,5.03,101.53
2020,1,8,8.81,6.47,2.5,7.7,101.56
2020,1,9,9.37,6.71,6.21,9.77,100.16
2020,1,10,4.29,4.94,2.97,5.14,101.65
2020,1,11,6.76,5.49,0.14,4.57,101.75
2020,1,12,7.82,6.04,3.85,7.49,101.16
2020,1,13,7.23,5.92,5.11,9.37,100.3
2020,1,14,9.19,6.84,3.74,9.64,99.08
2020,1,15,7.72,6.04,9.45,10.43,100.13
2020,1,16,7.28,5.86,1.2,5.45,101.09
2020,1,17,6.59,5.8,3.04,3.98,100.71
2020,1,18,2.98,4.33,0.07,3.03,102.18
2020,1,19,2.93,4.39,0.05,3.3,103.86
2020,1,20,1.34,3.97,0.07,1.74,104.24
2020,1,21,3.27,4.52,0.34,2.48,103.67
2020,1,22,6.35,5.68,0.41,1.52,103.27
2020,1,23,6.59,5.62,0.6,0.61,102.71
2020,1,24,5.55,5.43,0.64,1.8,101.82
2020,1,25,4.78,5,0.48,2.89,101.41
2020,1,26,7.27,5.98,2.28,3.08,100.47
2020,1,27,6.1,5.68,7.24,4.47,99.46
2020,1,28,3.68,4.46,1.5,4.39,98.83
2020,1,29,3.7,4.52,0.06,3.32,100.11
2020,1,30,7.66,6.35,0.41,3.8,99.82
2020,1,31,9.52,7.02,2.47,4.23,99.89
2020,2,1,8.63,5.86,0.14,6.3,99.72
2020,2,2,7.89,6.16,4.27,7.15,100.08
2020,2,3,7.43,5.37,0.07,4.38,100.54
2020,2,4,5.1,4.82,0.64,7.27,101.42
2020,2,5,4,4.7,0.04,1.83,103.11
2020,2,6,3.51,4.58,0.07,3.07,102.7
2020,2,7,4.08,4.7,0.03,5.12,101.61
2020,2,8,6.8,5.43,0.34,4.38,100.95
2020,2,9,9.75,6.59,7.99,10.06,98.57
2020,2,10,5.94,4.7,3.64,6.09,98.76
2020,2,11,3.97,3.78,0.32,2.81,99.75
2020,2,12,3.14,3.97,0.05,6.69,100.66
2020,2,13,5.52,5.31,12.19,5.92,99.33
2020,2,14,5.94,5.37,1.39,6.66,101.1
2020,2,15,10.75,7.26,3.36,11.48,100.06
2020,2,16,9.73,6.77,14.21,8.26,98.92
2020,2,17,6.41,4.88,0.38,6.01,100.23
2020,2,18,5.18,4.88,2.52,3.23,101.05
2020,2,19,4.85,4.7,2.21,2.6,101.14
2020,2,20,6.91,5.55,4.6,6.11,100.47
2020,2,21,5.97,4.82,0.02,5.25,101.42
2020,2,22,9.26,5.74,0.49,6.71,101
2020,2,23,7.57,5.62,11.44,10.23,100.95
2020,2,24,7.12,5.74,14.53,10.07,100.32
2020,2,25,4.12,4.58,1.34,4.65,99.3
2020,2,26,2.88,4.09,0.76,4.42,99.6
2020,2,27,2.46,4.03,2.06,9.1,99.81
2020,2,28,4.22,5,8.01,7.98,100.02
2020,2,29,7.12,5.31,3.1,3.91,97.97
2020,3,1,4.98,4.46,0.12,6.81,98.25
2020,3,2,4.21,4.58,4.21,6.01,98.45
2020,3,3,3.58,4.46,0.92,2.81,99.62
2020,3,4,4.08,4.46,1.53,3.48,100.35
2020,3,5,5.28,5.13,2.93,5.37,99.16
2020,3,6,4.19,4.27,0.25,4.25,99.97
2020,3,7,5.99,5.31,0.09,6.45,100.87
2020,3,8,8.88,5.92,1.25,8.15,100
2020,3,9,6.41,5.19,4.64,4.95,100.38
2020,3,10,11.26,7.45,3.12,7.96,99.68
2020,3,11,9.45,6.23,0.25,7.77,100.2
2020,3,12,6.36,4.39,0.37,4.17,100.18
2020,3,13,6.53,5,0.85,8.89,101.12
2020,3,14,7.17,5.86,2.44,6.13,100.92
2020,3,15,8.35,6.1,2.07,8.12,100.35
2020,3,16,5.61,4.88,0.3,2.79,101.58
2020,3,17,8.26,5.8,0.03,3.45,102.08
2020,3,18,9.12,6.65,2.17,6.73,101.93
2020,3,19,6.05,4.94,1.6,3.2,102.3
2020,3,20,5.59,4.58,0.1,5,102.58
2020,3,21,4.94,3.78,0,4.33,102.5
2020,3,22,4.32,3.66,0,3.89,102.56
2020,3,23,4.83,3.72,0,3.95,102.49
2020,3,24,5.45,3.85,0,4.27,102.29
2020,3,25,4.55,3.85,0,2.51,102.2
2020,3,26,4.52,3.91,0,3.3,102.08
2020,3,27,5.66,4.46,0,4.78,102.11
2020,3,28,5.86,4.46,0.11,4.5,102.57
2020,3,29,4.05,3.23,0.21,8.16,103.34
2020,3,30,4.87,4.46,1.03,5.16,102.95
2020,3,31,5.03,3.91,0.08,3.73,102.79
2020,4,1,4.83,4.21,0.14,2.41,101.87
2020,4,2,6.97,5.25,0.24,5.83,100.95
2020,4,3,6.25,4.58,0.08,4.2,101.26
2020,4,4,7.52,5.19,0.01,3.16,101.68
2020,4,5,10.26,5.86,0,4.77,101.17
2020,4,6,11.23,6.65,0.19,4.15,101.32
2020,4,7,9.68,5.8,0,3.73,102.56
2020,4,8,12.25,6.59,0,2.19,102.14
2020,4,9,11.17,5.86,0.01,3.99,102.25
2020,4,10,10.83,6.16,0.01,1.54,102.22
2020,4,11,12.62,6.65,0,1.88,101.84
2020,4,12,13.37,7.26,0.18,7.3,101.14
2020,4,13,6.06,3.97,0.48,6.85,102.28
2020,4,14,6.23,4.15,0.13,1.95,102.45
2020,4,15,8.05,4.76,0,1.38,101.93
2020,4,16,9.63,5.86,0,2.81,101.36
2020,4,17,8.36,5.37,0.03,2.84,101.5
2020,4,18,7.64,5.49,5.15,2.62,101.47
2020,4,19,8.46,5.19,0,5.12,101.73
2020,4,20,9.6,5.19,0,5.06,101.62
2020,4,21,10.24,5.68,0,5.43,101.56
2020,4,22,10.8,6.16,0.01,3.76,101.74
2020,4,23,11.4,6.47,0.05,2.5,101.65
2020,4,24,10.01,5.74,0.02,1.76,101.28
2020,4,25,8.69,5.37,0.02,1.21,101.17
2020,4,26,10.3,5.8,0,3.07,100.77
2020,4,27,10.85,6.53,0.19,2.77,100.36
2020,4,28,6.98,5.43,9.2,3.95,100.17
2020,4,29,8.84,6.16,3.57,5.84,99.73
2020,4,30,9.22,5.98,6.76,5.1,99.02
2020,5,1,9.06,6.04,3.14,3.81,99.35
2020,5,2,9.97,5.92,0.28,4.49,100.53
2020,5,3,10.48,6.47,1.16,2.63,101.23
2020,5,4,9.58,6.04,0.19,3.89,101.69
2020,5,5,7.82,4.52,0,4.02,101.96
2020,5,6,8.88,5.13,0,1.46,102.24
2020,5,7,11.65,6.53,0,1.89,101.89
2020,5,8,15.09,8.06,0.27,2.02,101.37
2020,5,9,14.42,7.14,0,2.41,100.95
2020,5,10,9.11,5.92,2.07,9.37,100.79
2020,5,11,6.43,3.85,0.2,8.34,101.64
2020,5,12,7.87,4.58,0.17,3.62,101.51
2020,5,13,6.75,4.27,0.51,4.52,101.37
2020,5,14,6.9,4.09,0.03,3.61,101.91
2020,5,15,10.35,5.31,0.01,2.55,101.9
2020,5,16,10.62,5.86,0.01,3.23,101.86
2020,5,17,13.15,6.71,0,2.54,101.83
2020,5,18,15.13,8,0.02,3.23,101.79
2020,5,19,16.96,9.46,0.19,3.2,101.83
2020,5,20,17.47,9.46,0,4.3,101.76
2020,5,21,17.89,9.77,0.21,4.16,101.48
2020,5,22,16.08,7.69,0.4,5.37,100.99
2020,5,23,13.26,6.29,0.21,5.29,101.57
2020,5,24,14.48,7.69,0.43,6.62,102.41
2020,5,25,15.91,8,0,2.12,102.98
2020,5,26,15.75,7.87,0.01,1.42,103.15
2020,5,27,14.79,8.06,0.08,4.52,103.24
2020,5,28,12.98,6.9,0,1.95,103.1
2020,5,29,12.73,6.35,0,2.41,102.54
2020,5,30,14.3,7.32,0,2.67,102.1
2020,5,31,14.81,7.45,0,3.08,102.06
2020,6,1,15.15,8,0.02,2.76,101.98
2020,6,2,14.83,8.12,0.05,1.83,101.44
2020,6,3,13.51,7.87,0.19,5.68,100.45
2020,6,4,11.47,6.53,1.02,6.04,99.71
2020,6,5,9.65,5.98,4.71,3.79,99.02
2020,6,6,9.05,6.16,4.66,5.37,99.17
2020,6,7,10.58,7.14,4.61,2.62,100.4
2020,6,8,10.8,6.16,0.7,4.39,101.41
2020,6,9,11.8,5.98,0.17,1.69,101.6
2020,6,10,11.19,7.14,4.89,3.02,101.2
2020,6,11,13.56,8.79,7.44,5.35,100.85
2020,6,12,15.76,9.7,1.89,4.1,100.37
2020,6,13,16.69,9.52,2.41,2.06,100.66
2020,6,14,16.86,9.95,0.44,2.13,101.04
2020,6,15,18.04,9.64,0.45,1.51,101.19
2020,6,16,16.84,9.58,0.82,1.66,101.07
2020,6,17,16.45,10.07,4.72,2.62,100.89
2020,6,18,15.69,9.34,19.2,4.96,100.59
2020,6,19,15.36,8.54,0.62,5.62,101.01
2020,6,20,16.05,8.79,0.33,2.23,101.51
2020,6,21,16.55,9.09,1.27,4.17,101.25
2020,6,22,16.03,7.93,0,2.13,101.98
2020,6,23,17.58,8.85,0,1.51,102.01
2020,6,24,19.61,10.38,0,2.16,101.8
2020,6,25,19.64,10.31,0,2.65,101.32
2020,6,26,19.95,12.33,2.79,4.52,100.49
2020,6,27,17.37,9.83,2.76,7.03,100.05
2020,6,28,15.08,7.75,1.18,4.05,100.36
2020,6,29,13.98,7.26,0.16,4.28,100.33
2020,6,30,15.15,8.61,1.19,6.12,100.17
2020,7,1,16.71,9.89,3.2,3.2,100.02
2020,7,2,15.1,8.67,1.77,4.79,100.61
2020,7,3,15.78,8.54,1.05,8.85,100.93
2020,7,4,17.87,10.99,4.56,3.11,100.42
2020,7,5,17.4,8.24,0.2,2.33,100.34
2020,7,6,14.94,7.51,1.05,7.9,101.26
2020,7,7,13.75,7.93,10.78,3.67,101.46
2020,7,8,14.34,9.03,6.92,4.64,101.03
2020,7,9,15.98,10.31,11.76,4.57,100.62
2020,7,10,13.98,7.81,3.14,3.35,101.23
2020,7,11,14.08,7.26,0.3,3.79,102.15
2020,7,12,16.08,7.87,0.03,2.89,102.39
2020,7,13,16.61,8.67,1.83,3.02,101.8
2020,7,14,16.02,8.73,3.37,3.7,101.18
2020,7,15,15.17,8.73,3.12,2.81,101.11
2020,7,16,17.07,9.64,0.47,4.62,101.45
2020,7,17,19.33,10.62,0.14,1.45,101.56
2020,7,18,19.02,10.44,1.51,4.03,101.31
2020,7,19,15.69,8.61,13.97,5.34,101.36
2020,7,20,15,7.14,0,3.29,101.87
2020,7,21,14.26,7.08,0.01,2.76,102.16
2020,7,22,16.15,8.3,0.01,2.84,101.88
2020,7,23,17.21,8.3,0.01,4.83,101.06
2020,7,24,18.43,10.19,0.23,4.39,100.71
2020,7,25,18.2,11.17,12.72,4.01,100.2
2020,7,26,17.17,9.09,0.26,3.4,100.49
2020,7,27,17.71,10.38,6.41,7.99,100.25
2020,7,28,15.26,7.45,0.14,4.88,100.82
2020,7,29,15.8,8.06,0.06,4.53,101.52
2020,7,30,18.37,9.58,0,2.13,101.47
2020,7,31,21.34,11.35,0.48,4.64,100.9
2020,8,1,19.9,10.93,0.73,3.67,100.98
2020,8,2,17.47,8.73,0.13,3.42,101.11
2020,8,3,15.77,7.93,0.3,3.38,101.15
2020,8,4,16.46,7.93,0.01,6.26,101.09
2020,8,5,19.1,9.16,0.01,4.76,100.81
2020,8,6,20.13,11.78,0.4,2.39,101.32
2020,8,7,22.15,12.15,0,2.47,101.45
2020,8,8,20.86,11.6,0.04,4.67,101.61
2020,8,9,20.75,12.33,0.44,2.78,101.47
2020,8,10,21.51,12.94,0.28,1.57,101.16
2020,8,11,22.92,13.43,0.06,2.38,101.12
2020,8,12,21.96,12.63,0.06,3.07,101.03
2020,8,13,21.1,12.76,0.47,1.09,100.88
2020,8,14,19.94,12.7,1.86,2.15,100.9
2020,8,15,19.73,12.51,4.18,2.31,101.07
2020,8,16,20.09,13,30.92,4.05,100.7
2020,8,17,18.52,11.11,4.59,3.33,100.41
2020,8,18,18.65,10.44,1.37,2.48,100.44
2020,8,19,18.48,11.84,5.11,5.59,100.05
2020,8,20,20.91,12.33,1.27,5.14,99.9
2020,8,21,20.12,10.56,0.11,7.36,99.9
2020,8,22,17.88,8.97,0.32,3.7,100.59
2020,8,23,17.42,9.46,2.26,4.6,100.98
2020,8,24,16.35,8.73,0.77,6.73,100.99
2020,8,25,17.54,9.95,8.71,12.62,99.62
2020,8,26,16.44,8.91,0.86,13.47,100.48
2020,8,27,15.88,9.52,14.31,5.2,100.63
2020,8,28,15.09,9.09,5.44,8.59,99.47
2020,8,29,14.12,8.61,6.06,3.37,100.16
2020,8,30,13.98,7.45,1.76,6.17,101.24
2020,8,31,13.7,7.02,0.16,1.74,101.75
2020,9,1,13.71,6.71,0.01,1.59,101.68
2020,9,2,15.1,7.75,1.73,5.27,101.45
2020,9,3,17.8,10.38,3.48,4.73,100.99
2020,9,4,14.79,7.93,0.79,3.23,101.53
2020,9,5,12.9,7.08,0.13,3.78,101.54
2020,9,6,13.54,7.51,0.64,3.88,101.62
2020,9,7,14.74,8.36,0.23,5.87,101.76
2020,9,8,18.99,11.41,0.22,2.32,101.85
2020,9,9,16.44,9.4,0.79,3.75,101.78
2020,9,10,13.34,6.84,0,1.86,101.82
2020,9,11,13.61,7.02,0,4.93,101.19
2020,9,12,14.75,7.51,0.01,4.24,101.43
